web-scraper-order,web-scraper-start-url,numero,titulo,ano,estrelas,resumo,votos,link,link-href,nota,total,votos_avaliacao,foto-src,generos
"1662748287-13","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","291.","Creation Today","(2011– )","null","Add a Plot","null","Creation Today","https://www.imdb.com/title/tt3017190/?ref_=kw_li_tt","3,4","/10","34","https://m.media-amazon.com/images/M/MV5BNzczNGY4ZjUtZWJiNC00ZDg0LWEwOGItYTY3YWFlNDBmMzljXkEyXkFqcGdeQXVyMDQwNzMzMQ@@._V1_QL75_UY281_CR447,0,190,281_.jpg","Talk-Show"
"1662748290-14","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","290.","Pastor Mike Online","(2011– )","null","Add a Plot","null","Pastor Mike Online","https://www.imdb.com/title/tt3016990/?ref_=kw_li_tt","3,4","/10","28","https://m.media-amazon.com/images/M/MV5BMDE2NDExZWItMGViOC00OTVjLTlmY2ItN2I2YmEyOTE3YzQzXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR114,0,190,281_.jpg","News, Talk-Show"
"1662748297-15","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","289.","NBC Sunday Night Football","(2006– )","6,9","Add a Plot","null","NBC Sunday Night Football","https://www.imdb.com/title/tt0905590/?ref_=kw_li_tt","8,0","/10","1,2 mil","https://m.media-amazon.com/images/M/MV5BMTMzMjEyMTYzOV5BMl5BanBnXkFtZTcwMjkxMDg4MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg","Sport"
"1662748301-16","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","288.","En direct de...","(1956–1974)","null","Add a Plot","null","En direct de...","https://www.imdb.com/title/tt6215190/?ref_=kw_li_tt","","","","null","Documentary"
"1662748304-17","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","285.","The Watchman Video Broadcast with Pastor Michael Hoggard","(2009– )","null","Add a Plot","null","The Watchman Video Broadcast with Pastor Michael Hoggard","https://www.imdb.com/title/tt2910116/?ref_=kw_li_tt","4,3","/10","14","https://m.media-amazon.com/images/M/MV5BOThlMDM2NzEtOTRmZS00MTZkLWE1MzQtODQ1ZGJiNDkwZWE1XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR114,0,190,281_.jpg","News"
"1662748309-18","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","284.","BuzzFeed Unsolved: Supernatural","(2016– )","6,8","Ryan and Shane discuss the possible existence of the secret group Illuminati.","null","BuzzFeed Unsolved: Supernatural","https://www.imdb.com/title/tt6723522/?ref_=kw_li_tt","8,7","/10","1,5 mil","https://m.media-amazon.com/images/M/MV5BOGY5NTAwMWUtOGJlYS00YmYwLWFlOTMtNzNjZDdlYjBiN2FjXkEyXkFqcGdeQXVyOTc1MTAwNTM@._V1_QL75_UX190_CR0,0,190,281_.jpg","Adventure, Comedy, Horror"
"1662748313-19","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","283.","RuPaul's Drag Race UK","(2019– )","8,1","As 10 amazing UK drag queens enter the werk room for the first time the main stage lights up with them serving two royal looks for guest judge Andrew Garfield.","null","RuPaul's Drag Race UK","https://www.imdb.com/title/tt9780442/?ref_=kw_li_tt","8,4","/10","3,9 mil","https://m.media-amazon.com/images/M/MV5BMGNjYjg4OTYtYmU3Yy00MmJhLWJkY2EtOGJmMmVlNzhlNzlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Game-Show, Reality-TV"
"1662748317-20","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","282.","Friends","(1994–2004)","8,1","Ross finally gets in touch with Emily and they try to work it out. Chandler gloats after Rachel reveals that Monica's secret boyfriend is the best sex she ever had. Phoebe and Joey debate if a selfless good deed exists.","null","Friends","https://www.imdb.com/title/tt0108778/?ref_=kw_li_tt","8,9","/10","977 mil","https://m.media-amazon.com/images/M/MV5BOWI1Y2QzYjUtNGNkMC00ZGFlLWIzODEtY2Y5NzE5ODQ1ZTExXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY281_CR5,0,190,281_.jpg","Comedy, Romance"
"1662748322-21","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","281.","Sherlock","(2010–2017)","9,1","Sherlock goes up against the powerful and seemingly unassailable Culverton Smith - a man with a very dark secret indeed.","null","Sherlock","https://www.imdb.com/title/tt1475582/?ref_=kw_li_tt","9,1","/10","912 mil","https://m.media-amazon.com/images/M/MV5BMWY3NTljMjEtYzRiMi00NWM2LTkzNjItZTVmZjE0MTdjMjJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTQ4NTc5OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg","Crime, Drama, Mystery"
"1662748326-22","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","280.","French and Saunders","(1987–2017)","8,7","Dawn French and Jennifer Saunders pay their own comic tribute to the popular drama serial The House of Eliott and former Top of the Pops dance group Pan's People, and discuss minor members of the Royal family.","null","French and Saunders","https://www.imdb.com/title/tt0092355/?ref_=kw_li_tt","7,6","/10","3,5 mil","https://m.media-amazon.com/images/M/MV5BMDgyYzBkZDEtNTU3OC00Y2NmLWI2N2QtZWI4OTkyMzI3OTVhXkEyXkFqcGdeQXVyNjc4NTExMTk@._V1_QL75_UY281_CR1,0,190,281_.jpg","Comedy"
"1662748330-23","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","279.","The Carol Burnett Show","(1967–1978)","7,9","Highlights include the first ""Family"" sketch, where Eunice's brother Phillip (guest Roddy McDowall) pays a visit. Also featured: Carol and Roddy sing a duet (with him wearing his ""Planet of...                See full summary »","null","The Carol Burnett Show","https://www.imdb.com/title/tt0061240/?ref_=kw_li_tt","8,7","/10","6,4 mil","https://m.media-amazon.com/images/M/MV5BY2JiNDkzNWUtMWNmNy00MjNhLTk5MzYtYjcyNDY5MmMzNDlhXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_QL75_UY281_CR11,0,190,281_.jpg","Comedy, Family"
"1662748335-24","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","278.","The Inbetweeners","(2008–2010)","8,1","Will is asked to co-ordinate the school's Duke of Edinburgh Award Scheme and recruits the other boys to assist, even though Neil and Jay have no idea who the Duke is. Their first task is as...                See full summary »","null","The Inbetweeners","https://www.imdb.com/title/tt1220617/?ref_=kw_li_tt","8,4","/10","88 mil","https://m.media-amazon.com/images/M/MV5BMmFlZjEyZjItODJkZS00MWU3LTg0MDMtZjRiYTFhNDE4ODRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR2,0,190,281_.jpg","Comedy"
"1662748340-25","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","277.","West Wing: Nos Bastidores do Poder","(1999–2006)","7,8","Sam meticulously prepares a speech for the President to give to the environmental lobby, but Toby wants to sneak in some criticism of their failure to condemn environmental terrorism. Leo ...                See full summary »","null","West Wing: Nos Bastidores do Poder","https://www.imdb.com/title/tt0200276/?ref_=kw_li_tt","8,9","/10","75 mil","https://m.media-amazon.com/images/M/MV5BMzNhNDc1YjktMGJhMC00YWMwLWIyODctYWEzNDNmZWVlYTc1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg","Drama"
"1662748344-26","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","276.","Inspector Morse","(1987–2000)","7,7","A sociopathic but clever murderer who believes in the occult escapes from prison and returns to Oxford, and it is up to Morse to stop him.","null","Inspector Morse","https://www.imdb.com/title/tt0092379/?ref_=kw_li_tt","8,2","/10","12 mil","https://m.media-amazon.com/images/M/MV5BMjRkNWFjNWEtNzhhNS00OTgzLWJhMmUtZWFiMTQxMmFlMDYzXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR6,0,190,281_.jpg","Crime, Drama, Mystery"
"1662748350-27","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","275.","Um Maluco no Pedaço","(1990–1996)","7,8","Philip and Vivian take a weekend vacation and leave the kids home alone, Hilary and Carlton set up a video shoot with Bell Biv De Voe in their house, and then everyone must rush to clean up...                See full summary »","null","Um Maluco no Pedaço","https://www.imdb.com/title/tt0098800/?ref_=kw_li_tt","7,9","/10","134 mil","https://m.media-amazon.com/images/M/MV5BOGUxOWQ4MzAtMmJjYS00M2U5LWEwZTAtYTc1YmZhNjg2NDRlXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comedy"
"1662748353-28","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","274.","Creation Seminar","(2005– )","8,4","Add a Plot","null","Creation Seminar","https://www.imdb.com/title/tt3720610/?ref_=kw_li_tt","5,1","/10","34","https://m.media-amazon.com/images/M/MV5BMDg3NTA3Y2UtMTZmNC00Y2I4LTkxYmMtOTkzNDMyZWIyM2NhXkEyXkFqcGdeQXVyMjIyODAxMDg@._V1_QL75_UY281_CR116,0,190,281_.jpg","History"
"1662748359-29","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","273.","A Lenda de Sleepy Hollow","(2013–2017)","7,4","After escaping purgatory, a warlock who triggered the Salem witch trials returns to find a dangerous book of spells. Meanwhile, Abbie attempts to trust Frank Irving again, while Henry struggles to find his identity.","null","A Lenda de Sleepy Hollow","https://www.imdb.com/title/tt2647544/?ref_=kw_li_tt","7,3","/10","61 mil","https://m.media-amazon.com/images/M/MV5BNTU0MmQ2ZTQtODZjMy00ZDI1LThhODEtZDBlNTBlNTFkODBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR0,0,190,281_.jpg","Action, Adventure, Crime"
"1662748364-30","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","271.","Secret Scotland","(2019–2020)","null","Highlights from Susan Calman's journeys around Scotland. Including Britain's largest National Park, the stunning Cairngorms, and a visit to the Queen's Scottish residence at Balmoral.","null","Secret Scotland","https://www.imdb.com/title/tt9749744/?ref_=kw_li_tt","7,6","/10","113","https://m.media-amazon.com/images/M/MV5BZDMxYzhjMDYtNjUyNy00MGVjLWFjYTctNWVkMGEyYTI1NzBiXkEyXkFqcGdeQXVyMjA5NjIxNDU@._V1_QL75_UY281_CR155,0,190,281_.jpg","Documentary"
"1662748368-31","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","270.","Dispatches","(1987– )","null","Antony Barnett goes undercover to see what some of the Queen's family might be prepared to do for cash, including offering access to Kensington Palace and to Vladimir Putin","null","Dispatches","https://www.imdb.com/title/tt1043090/?ref_=kw_li_tt","6,7","/10","195","https://m.media-amazon.com/images/M/MV5BMTdlMGI4ZmMtYjE0ZS00MzgzLTg2YmEtOWFkNmMzZjkzZjhlXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_QL75_UX190_CR0,28,190,281_.jpg","Documentary, News"
"1662748374-32","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","269.","The Daily Show","(1996– )","5,9","Add a Plot","null","The Daily Show","https://www.imdb.com/title/tt0115147/?ref_=kw_li_tt","8,3","/10","47 mil","https://m.media-amazon.com/images/M/MV5BODM0ZjA5ZGItMTJhZC00N2VjLWFjYTQtZjU4YmNkMWU5ZTcyXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comedy, News, Talk-Show"
"1662748378-33","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","268.","QI","(2003– )","7,2","Sandi Toksvig and Alan Davies are joined by Cariad Lloyd, Holly Walsh and Josh Widdicombe for a quintessentially quite interesting edition of the comedy panel show.","null","QI","https://www.imdb.com/title/tt0380136/?ref_=kw_li_tt","8,6","/10","32 mil","https://m.media-amazon.com/images/M/MV5BMjgyYWUxNGMtMGMwZi00OWIyLTkwN2ItOWYyYWUxYzcyNzUwXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comedy, Game-Show"
"1662748381-34","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","267.","Royal Histories","(2021)","null","Princess Marina died in London more than 50 years ago, but in her time she was hugely popular with the British public. She was the last foreign royal princess to marry into the British monarchy, in 1934 to Prince George, the Duke of Kent.","null","Royal Histories","https://www.imdb.com/title/tt16897176/?ref_=kw_li_tt","","","","null","Documentary"
"1662748387-35","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","266.","Good Morning Britain","(2014– )","null","Ahead of its broadcast this evening, Piers discusses his worldwide exclusive interview with President Donald J. Trump onboard Air Force One; Ranvir is live in Helsinki as President Trump ...                See full summary »","null","Good Morning Britain","https://www.imdb.com/title/tt3644198/?ref_=kw_li_tt","3,1","/10","665","https://m.media-amazon.com/images/M/MV5BYzc3NGRlYzQtMDQzZS00NmIwLWIxNDYtZDQ0NTk4MGNiZDgxXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR46,0,190,281_.jpg","News, Talk-Show"
"1662748392-36","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","265.","Mr. D","(2012–2018)","6,2","When Gerry comes across a down and out Daniel Negreanu, he orchestrates a staff poker night in order to get Daniel back on his feet.","null","Mr. D","https://www.imdb.com/title/tt2128016/?ref_=kw_li_tt","7,3","/10","2,4 mil","https://m.media-amazon.com/images/M/MV5BMTQ5NTc1MTAxM15BMl5BanBnXkFtZTgwMTc4NjU2MzE@._V1_QL75_UY281_CR5,0,190,281_.jpg","Comedy"
"1662748398-37","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","264.","Ted Lasso","(2020– )","7,8","American football coach Ted Lasso is hired by a wealthy divorcée to coach English soccer team AFC Richmond.","null","Ted Lasso","https://www.imdb.com/title/tt10986410/?ref_=kw_li_tt","8,8","/10","197 mil","https://m.media-amazon.com/images/M/MV5BMDVmODUzNmEtMGMxZC00NWUzLTkxMTAtMDM5OTQzMWE0ZDM3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Drama, Sport"
"1662748403-38","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","263.","Lovejoy","(1986–1994)","7,5","Bill Brodie, one of the country's biggest pork farmers, is expecting a royal visit and is desperate to rid himself of a hot property, A Venetian bronze stolen from the Palace.","null","Lovejoy","https://www.imdb.com/title/tt0090477/?ref_=kw_li_tt","7,8","/10","3,5 mil","https://m.media-amazon.com/images/M/MV5BMmEwZDgwNTgtMzhmMy00OTU4LThjMzQtNWE0Yzg5ZTcyYzg2XkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_QL75_UY281_CR5,0,190,281_.jpg","Comedy, Crime, Drama"
"1662748407-39","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","262.","Thatcher Joe","(2012– )","null","Add a Plot","null","Thatcher Joe","https://www.imdb.com/title/tt7153570/?ref_=kw_li_tt","6,9","/10","24","https://m.media-amazon.com/images/M/MV5BOWNhNTMwNmEtZDI5Yi00MDBlLWE1ZDYtYTU5NjA3OGYzMDJjXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_QL75_UY281_CR46,0,190,281_.jpg","Comedy, Reality-TV"
"1662748411-40","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","261.","Na plovárne","(1999– )","null","Add a Plot","null","Na plovárne","https://www.imdb.com/title/tt0307787/?ref_=kw_li_tt","7,7","/10","73","https://m.media-amazon.com/images/M/MV5BYjgzMWRkNzgtY2I2Yy00NjBlLTkzYjAtZGQ1ODk2NzYxZGE4XkEyXkFqcGdeQXVyMjM5NTM1NjQ@._V1_QL75_UY281_CR1,0,190,281_.jpg","Talk-Show"
"1662748416-41","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","260.","The Nostalgia Critic","(2007– )","7,2","A live-action remake of Mulan is set to be released next year, and while many speculate on whether or not it will be any good, it certainly can't get any worse than Mulan II. The Nostalgia ...                See full summary »","null","The Nostalgia Critic","https://www.imdb.com/title/tt1635327/?ref_=kw_li_tt","7,5","/10","9,4 mil","https://m.media-amazon.com/images/M/MV5BNWM3YjIxNGItZWQ4ZS00NTNmLWJlZjAtYjM1OGY2NDA1NDI1XkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy, Fantasy"
"1662748420-42","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","259.","World of Sport","(1964–1985)","null","Add a Plot","null","World of Sport","https://www.imdb.com/title/tt0266207/?ref_=kw_li_tt","6,8","/10","41","https://m.media-amazon.com/images/M/MV5BYjdjOTY3OTQtYjg2Ni00ODJiLTkyMGQtMzg0NDZiYWVlZDY1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_QL75_UY281_CR46,0,190,281_.jpg","News, Sport"
"1662748425-43","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","258.","Schitt's Creek","(2015–2020)","8,0","Johnny gets thrown into the raw milk business; Moira tries to connect with the townspeople; David gives style advice.","null","Schitt's Creek","https://www.imdb.com/title/tt3526078/?ref_=kw_li_tt","8,5","/10","118 mil","https://m.media-amazon.com/images/M/MV5BNWQ1ZmM3MTQtNTVhZC00MWVlLWI5ZjgtYmZiYWQxZjUzZWM0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comedy"
"1662748429-44","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","257.","First Ladies","(2020)","7,9","Explore the life of Michelle Obama and how she carved out her own legacy while being an essential part of her husband's history-making presidency.","null","First Ladies","https://www.imdb.com/title/tt10896026/?ref_=kw_li_tt","6,9","/10","377","https://m.media-amazon.com/images/M/MV5BNGUzY2QyZmItY2IyYi00NjUzLWJkOTMtNzdjOTExNjQyYjdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Documentary, Biography"
"1662748434-45","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","256.","DVTV","(2014– )","null","Add a Plot","null","DVTV","https://www.imdb.com/title/tt7030366/?ref_=kw_li_tt","8,1","/10","33","https://m.media-amazon.com/images/M/MV5BYTVkOTdkZjktZDAzOC00MDdhLWIzZWUtNzk2NmNjNjM3NTE0XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg","Talk-Show"
"1662748438-46","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","255.","A Feiticeira","(1964–1972)","7,6","Serena wants to try mortal men and gets a date through a computer dating service.","null","A Feiticeira","https://www.imdb.com/title/tt0057733/?ref_=kw_li_tt","7,6","/10","22 mil","https://m.media-amazon.com/images/M/MV5BYTYzMDU2ODQtNzAzYi00MTU4LTg0ODktZjhjNWIwZmUwY2I2XkEyXkFqcGdeQXVyOTA1NTMzNjU@._V1_QL75_UY281_CR5,0,190,281_.jpg","Comedy, Family, Fantasy"
"1662748443-47","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","254.","A Country Practice","(1981–1993)","null","While Maisie is in hospital, she reveals to Brendan that she once had an affair with Joe Gilroy, Frank's father.","null","A Country Practice","https://www.imdb.com/title/tt0086689/?ref_=kw_li_tt","6,7","/10","624","https://m.media-amazon.com/images/M/MV5BMGIzNjRiY2YtNWFkMi00NTI4LWFmZGUtMWE3OWQxYThkNzYxXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg","Drama, Romance"
"1662748446-48","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","253.","Luke White","(2009– )","null","Add a Plot","null","Luke White","https://www.imdb.com/title/tt9887534/?ref_=kw_li_tt","","","","null","Music, Talk-Show"
"1662748450-49","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","252.","Adam Mach","(2016– )","null","Add a Plot","null","Adam Mach","https://www.imdb.com/title/tt7105584/?ref_=kw_li_tt","3,2","/10","16","https://m.media-amazon.com/images/M/MV5BNGQ1YWI4NTQtZGRjZC00MTE2LTlkNDItZjJiNDZmNmMwNGM2XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_QL75_UY281_CR46,0,190,281_.jpg","Comedy, Reality-TV"
"1662748455-50","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=6&sort=moviemeter,asc","251.","Psych","(2006–2014)","8,5","The Anglophile and The Wiz are summoned to jolly old England to assist INTERPOL by infiltrating a notorious criminal gang to learn of the gang's next target so that they can stop the crime before it happens. Gus tries to get to PotterCon.","null","Psych","https://www.imdb.com/title/tt0491738/?ref_=kw_li_tt","8,4","/10","97 mil","https://m.media-amazon.com/images/M/MV5BYzRkOWRmNGUtYzM0Zi00ZGRkLThhMjktNmI4NDYwZDVmODBkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,0,190,281_.jpg","Comedy, Crime, Mystery"
"1662748464-51","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","250.","Apostrophes","(1975–1990)","null","Add a Plot","null","Apostrophes","https://www.imdb.com/title/tt0197138/?ref_=kw_li_tt","6,7","/10","43","https://m.media-amazon.com/images/M/MV5BNjAyNjYzY2EtZDE3NS00YmU5LTkwNmMtYjU1MTJhZmRmZWI1XkEyXkFqcGdeQXVyNTA1NDY3NzY@._V1_QL75_UY281_CR117,0,190,281_.jpg","Talk-Show"
"1662748468-52","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","248.","Toon in with Me","(2021– )","8,8","Radio shock jock Simon Shock takes his morning zoo crew simulcast to the ""Toon In with Me"" studio and hires Boxcar as his new on-air producer: Pernalonga e os Três Ursos (1944), The Zoot Cat (1944), The Wise Quacking Duck (1943), Tweetie Pie (1947), Toy Town Hall (1936).","null","Toon in with Me","https://www.imdb.com/title/tt13777138/?ref_=kw_li_tt","7,5","/10","253","https://m.media-amazon.com/images/M/MV5BZmVmYmJlZTgtZjUyNS00ZDJiLTkzOGEtZDYyZGI0YWJjY2Y3XkEyXkFqcGdeQXVyNDA2OTUwMzI@._V1_QL75_UY281_CR1,0,190,281_.jpg","Animation, Comedy"
"1662748473-53","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","246.","Prozhektorperiskhilton","(2008–2017)","8,7","Fashion designer Jean-Paul Gaultier; Actor Igor Zolotovitsky;","null","Prozhektorperiskhilton","https://www.imdb.com/title/tt1427175/?ref_=kw_li_tt","7,4","/10","1 mil","https://m.media-amazon.com/images/M/MV5BYTkzN2JhMmYtM2E1Yi00ZDA4LWJmODUtYzdhOGQzZmE1YjdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_QL75_UY281_CR5,0,190,281_.jpg","Comedy, News, Talk-Show"
"1662748477-54","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","244.","Periodic Videos","(2008– )","null","Neil happily demonstrates the malleability of indium with a hand sledge creating an impression of a coin. He also reproduces the indigo color that was used to first identify it as a new ...                See full summary »","null","Periodic Videos","https://www.imdb.com/title/tt15288804/?ref_=kw_li_tt","","","","null","Documentary"
"1662748482-55","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","243.","The Inspector Lynley Mysteries","(2001–2007)","7,5","After the love child of a Liberal black MP and a white conservative newspaper editor is kidnapped, they're blackmailed into publishing details of their affair.","null","The Inspector Lynley Mysteries","https://www.imdb.com/title/tt0988820/?ref_=kw_li_tt","7,4","/10","5 mil","https://m.media-amazon.com/images/M/MV5BN2ExMzdlMTEtNWEwYy00MzY3LWJhZTEtNDc1OTkwMzQ2ZmJkXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR5,0,190,281_.jpg","Crime, Drama, Mystery"
"1662748485-56","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","242.","The Six Days of Genesis","(2012– )","null","Add a Plot","null","The Six Days of Genesis","https://www.imdb.com/title/tt3073696/?ref_=kw_li_tt","3,8","/10","7","null","Documentary"
